报表日期,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
存货,4517.71,4684.61,6578.87,4088.84,4570.98,4081.65,4116.09,3954.45,3847.94,3229.55,8698.82,3705.22,3621.09,3738.11,5736.06,4992.31,4967.95,5471.74,6777.86,6266.26,5169.19,4693.52,8009.34,5963.75,5913.93
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,19019.6,16380.45,7235.44,25619.54,31364.88,19834.39,58554.55,40224.04,364.85,80306.65,114303.37,117438.95,89206.94,85489.33,126512.28,112083.34,101416.92,27216.28,87732.87,6989.94,6197.44,6943.5,7168.26,10081.4,5295.15
流动资产合计,36998.92,57229.39,48298.45,43507.76,53636.37,47410.91,100271.97,126262.07,122336.68,123184.06,189048.82,142954.03,115461.91,122368.64,182507.33,139404.36,138429.33,150338.73,206789.0,163713.41,146594.49,127210.95,199824.71,154133.04,147034.02
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,1336.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24490.8,24464.16,24364.8,24295.79,24143.29,23961.49,23462.65,23258.18,50733.94,50279.07,49675.35,49982.91,49530.95
投资性房地产,11029.85,11034.51,10482.08,9862.15,9650.53,9858.43,10043.53,10052.41,10526.13,10274.35,10151.75,10019.39,10307.0,9806.19,10045.88,9894.15,9613.7,9727.42,9951.98,1734.85,1692.76,1650.68,1608.59,1566.51,1524.42
在建工程(合计),0.0,0.0,0.0,0.0,0.0,1103.19,0.0,765.8,1199.94,1734.52,0.0,3283.96,1818.73,2126.97,2462.31,2032.75,1525.23,2287.35,2314.44,2752.79,2346.33,1904.86,1112.79,1119.48,1004.08
在建工程,3665.13,4078.69,2006.26,1522.84,821.98,1103.19,1126.18,765.8,1199.94,1734.52,1854.27,3283.96,1818.73,2126.97,2462.31,2032.75,0.0,2287.35,0.0,2752.79,0.0,1904.86,0.0,1119.48,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,24709.06,0.0,29488.55,29381.67,27907.27,0.0,28497.32,31903.27,31495.38,31782.1,30748.73,30586.46,30296.92,30339.5,34581.85,34120.22,34065.77,33930.56,33543.99,33022.12
固定资产净额,16264.97,16580.02,20467.14,23724.76,24634.32,24709.06,24310.85,29488.55,29364.12,27883.04,27790.04,28497.32,31902.81,31495.38,31782.1,30748.73,0.0,30242.14,0.0,34581.85,0.0,34065.77,0.0,33543.99,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55,24.23,15.55,0.0,0.47,0.0,0.0,0.0,0.0,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37204.6
无形资产,2389.03,1695.89,1727.12,1871.7,3476.97,3455.9,3286.84,3509.9,3733.97,3233.43,2917.5,2949.64,2838.56,2805.03,2775.52,2834.17,3071.97,2627.22,2547.17,2474.48,2408.61,2362.67,2295.37,2228.31,2161.3
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用,4908.16,6484.11,6979.94,7781.68,7459.11,7207.2,7296.81,7375.4,7507.73,8609.83,9815.46,8739.87,8196.58,9117.06,9185.88,9863.51,10053.9,9623.61,9554.15,9381.2,9586.83,10687.66,11545.72,11180.98,11362.12
递延所得税资产,901.54,1042.69,1425.91,1512.66,404.28,1248.35,802.96,847.07,847.07,810.28,848.26,584.69,584.77,680.54,559.85,794.0,678.45,688.61,868.14,877.44,931.83,949.81,1203.9,1114.28,914.47
其他非流动资产,0.0,0.0,0.0,0.0,5282.16,5279.18,5279.18,0.0,52.56,0.0,0.0,0.0,0.0,0.0,0.0,550.01,250.37,581.63,449.06,500.8,421.73,176.68,158.21,241.18,253.05
非流动资产合计,40495.07,40915.91,43088.46,46275.8,51729.36,52861.3,52146.35,52039.13,53249.06,52569.68,53392.84,54074.86,80139.72,80495.32,81176.35,81013.12,79923.38,79794.26,79487.09,75561.58,102242.26,102077.21,101530.49,100977.63,136977.1
资产总计,77493.99,98145.3,91386.9,89783.55,105365.73,100272.21,152418.31,178301.2,175585.73,175753.74,242441.65,197028.89,195601.63,202863.96,263683.68,220417.48,218352.7,230132.98,286276.09,239275.0,248836.75,229288.16,301355.2,255110.67,284011.13
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,7654.66,0.0,7573.49,5970.52,8428.57,0.0,6954.31,6849.46,12948.82,26278.64,7779.0,7496.46,14700.45,27068.14,8978.06,7849.37,13984.28,33348.1,11066.91,10251.33
应付票据,192.92,125.34,148.01,0.0,0.0,0.0,0.0,0.0,81.61,33.0,3.9,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,6256.1,6065.9,7138.18,7339.34,7575.58,7654.66,18828.34,7573.49,5888.91,8395.58,24006.2,6954.31,6849.46,12948.82,0.0,7778.84,0.0,14700.29,27068.14,8978.06,7849.37,13984.28,33348.1,11066.91,10251.33
预收款项,10105.07,16818.3,25029.23,28371.0,35184.47,40117.88,47259.81,43600.97,45444.93,47322.76,60800.25,50017.65,55175.9,59080.09,67219.22,60890.91,58789.13,62369.46,78664.63,64539.98,0.0,0.0,0.0,1287.02,1287.02
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,3024.13,4084.12,4249.12,4592.24,5519.64,4678.46,7359.47,6208.65,3301.64,3568.74,5956.91,6541.87,3661.94,3958.69,6200.11,6300.53,3842.42,4366.87,5928.26,6828.09,3535.98,4816.72,6987.44,8701.42,5059.4
应交税费,759.63,3552.32,1591.32,1069.51,1112.6,2096.27,10286.68,848.39,1132.36,1653.17,13747.77,1683.36,486.69,3709.06,12154.41,1254.59,1919.93,3739.38,9825.43,1271.1,1719.55,4512.0,14198.79,2869.4,1314.94
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,10118.11,0.0,10150.84,9617.65,10219.79,0.0,8587.15,7756.23,8523.2,14121.94,7684.63,5887.56,16213.21,11800.95,6923.21,18889.86,7820.43,14357.69,8926.84,7415.96
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,14221.75,2998.9,9.47,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9893.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,4966.57,13597.1,7239.47,8804.19,9698.1,10118.11,14958.73,10150.84,9617.65,10219.79,14744.22,8587.15,7756.23,8523.2,14121.94,7684.63,0.0,6319.94,0.0,6923.21,0.0,7820.43,0.0,8926.84,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,251.83,203.3,332.98,130.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12405.62
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,39784.45,47451.98,45749.1,50328.38,59100.83,64676.04,98703.68,68382.33,65467.09,71193.03,119259.25,73784.33,73930.22,88219.85,125974.33,83909.67,77935.51,101389.38,133287.42,88540.45,101585.43,105257.46,151222.09,103975.59,112414.84
长期借款,4740.89,4293.73,3657.31,326.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20312.67
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,159.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.14,386.14,399.23,15.4,130.3,240.54
长期递延收益,0.0,0.0,213.86,1695.23,2358.17,2088.44,2042.15,3023.53,2687.73,2437.35,2151.1,1293.41,1793.09,1737.19,1676.88,1291.26,1247.69,1181.68,1126.89,1102.67,992.31,937.52,882.73,1174.91,1163.68
其他非流动负债,251.44,82.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,5152.22,4376.55,3871.16,2022.06,2358.17,2088.44,2042.15,3023.53,2687.73,2437.35,2151.1,1293.41,1793.09,1737.19,1676.88,1291.26,1247.69,1181.68,1126.89,1488.81,1378.45,1336.76,898.14,1305.21,21716.89
负债合计,44936.67,51828.53,49620.27,52350.44,61459.0,66764.47,100745.83,71405.86,68154.83,73630.38,121410.35,75077.75,75723.31,89957.03,127651.2,85200.92,79183.2,102571.06,134414.31,90029.26,102963.87,106594.22,152120.23,105280.81,134131.74
实收资本(或股本),7288.24,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
资本公积,2555.11,9602.04,51.19,51.19,51.19,51.19,51.19,51494.56,53534.19,51494.56,51494.56,51494.56,51494.56,51494.56,51494.56,51488.25,51488.25,51488.25,51488.25,51488.25,51488.25,51488.25,51488.25,51488.25,51488.25
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,-776.49,-1260.79,-1230.0,-854.17,-561.36,-483.95,-92.33,-79.55,-517.26,-255.15,654.34,-361.49,145.32,-113.09,-164.09,-168.92,148.48,281.91,589.16,582.29,363.88,258.45,175.15
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,6127.74,3671.86,5340.66,6666.14,7953.52,7953.52,7953.52,9409.54,9409.54,9409.54,9409.54,11235.15,11235.15,11235.15,11235.15,13029.13,13029.13,13029.13,13029.13,14863.68,14863.68,14863.68,14863.68,14863.68,14863.68
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,17235.7,15380.82,19097.39,13927.01,19083.57,8307.2,26176.6,22422.56,20523.62,17245.58,36594.56,35428.28,32445.74,26493.59,49111.71,46758.96,50765.04,39161.87,63140.2,58549.71,54868.36,31697.16,58455.56,59158.65,59293.35
归属于母公司股东权益合计,32344.87,46209.87,41712.75,37383.55,43858.28,33457.74,51619.94,106842.71,107375.02,102070.12,120981.4,121902.83,119829.79,112861.81,135986.73,135163.25,139118.33,127510.34,151806.07,149183.55,145809.45,122631.39,149171.38,149769.04,149820.44
少数股东权益,212.45,106.9,53.89,49.56,48.44,49.99,52.54,52.64,55.89,53.24,49.91,48.31,48.53,45.12,45.75,53.31,51.17,51.59,55.72,62.19,63.43,62.55,63.6,60.83,58.95
所有者权益(或股东权益)合计,32557.32,46316.77,41766.64,37433.11,43906.73,33507.73,51672.48,106895.34,107430.91,102123.36,121031.31,121951.15,119878.31,112906.93,136032.48,135216.56,139169.5,127561.92,151861.79,149245.74,145872.88,122693.93,149234.98,149829.87,149879.39
负债和所有者权益(或股东权益)总计,77493.99,98145.3,91386.9,89783.55,105365.73,100272.21,152418.31,178301.2,175585.73,175753.74,242441.65,197028.89,195601.63,202863.96,263683.68,220417.48,218352.7,230132.98,286276.09,239275.0,248836.75,229288.16,301355.2,255110.67,284011.13
