科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
流动负债合计,"669,252,872.13","982,961,300.65","1,315,285,834.68","1,177,933,677.26","1,366,687,844.99","1,671,449,295.64","1,943,260,935.40","1,630,042,906.22"
可供出售金融资产,,,,,,,,
长期借款,,,,,,,,
持有至到期投资,,,,,,,,
应付债券,,,,,,,,
长期应收款,,,,,,,,
长期应付款,,,,,,,,
长期股权投资,,,,,,,,
专项应付款,,,,,,,,
投资性房地产,,,,,,,,
预计负债,,,,,,,,
固定资产,"231,409,017.79","285,466,581.34","728,354,821.43","714,745,087.20","735,681,917.69","782,859,390.64","849,935,078.21","881,589,420.97"
递延所得税负债,,,,,,,,
在建工程,"1,041,562.67","180,846,652.11","20,587,566.35","29,666,591.85","46,793,625.72","36,119,470.59","1,625,562.57","4,611,626.29"
其他非流动负债,,,,,,,,
工程物资,,,,,,,,
非流动负债合计,"1,307,916.67","763,116.67","337,916.67","311,666.67","285,416.67","2,309,166.67","2,927,342.09","2,626,092.08"
固定资产清理,,,,,,,,
负债合计,"670,560,788.80","983,724,417.32","1,315,623,751.35","1,178,245,343.93","1,366,973,261.66","1,673,758,462.31","1,946,188,277.49","1,632,668,998.30"
生产性生物资产,,,,,,,,
实收资本(或股本),"81,000,000.00","81,000,000.00","81,000,000.00","108,000,000.00","108,000,000.00","110,390,000.00","110,390,000.00","110,390,000.00"
油气资产,,,,,,,,
资本公积,"35,427,482.22","35,427,482.22","35,427,482.22","1,387,059,557.70","1,389,242,323.75","1,553,984,721.90","1,571,725,639.86","1,576,192,489.62"
无形资产,"83,560,637.20","81,711,061.38","79,796,947.79","79,289,006.50","82,392,502.99","82,099,446.41","120,424,961.58","296,955,440.90"
盈余公积,"13,861,601.61","21,654,298.13","30,100,391.12","30,100,391.12","30,100,391.12","30,100,391.12","50,868,294.85","50,868,294.85"
开发支出,,,,,,,,
减:库存股,,,,,,"160,584,100.00","160,584,100.00","160,584,100.00"
商誉,,,,,,,,
未分配利润,"341,007,033.59","472,748,788.61","687,813,487.87","641,242,086.84","753,683,587.44","893,585,141.20","1,047,090,580.13","1,014,111,593.00"
长期待摊费用,"88,356,044.99","103,542,590.25","73,346,612.61","66,624,502.74","63,885,598.20","66,113,328.29","72,456,985.00","74,144,307.16"
少数股东权益,,,,,,,,
递延所得税资产,"6,927,003.04","24,861,523.86","19,610,669.45","34,688,360.07","22,099,647.13","21,147,392.64","33,817,373.67","45,195,903.27"
外币报表折算价差,,,,,,,,
其他非流动资产,"6,215,076.89","18,959,943.83","12,454,606.19","15,158,621.92","29,426,024.02","30,823,750.29","114,612,705.62","15,401,073.72"
非正常经营项目收益调整,,,,,,,,
非流动资产合计,"417,509,342.58","695,388,352.77","934,151,223.82","940,172,170.28","980,279,315.75","1,019,162,778.86","1,192,872,666.65","1,317,897,772.31"
所有者权益(或股东权益)合计,"471,296,117.42","610,830,568.96","834,341,361.21","2,166,402,035.66","2,281,026,302.31","2,427,476,154.22","2,619,490,414.84","2,590,978,277.47"
资产总计,"1,141,856,906.22","1,594,554,986.28","2,149,965,112.56","3,344,647,379.59","3,647,999,563.97","4,101,234,616.53","4,565,678,692.33","4,223,647,275.77"
负债和所有者(或股东权益)合计,"1,141,856,906.22","1,594,554,986.28","2,149,965,112.56","3,344,647,379.59","3,647,999,563.97","4,101,234,616.53","4,565,678,692.33","4,223,647,275.77"
