科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
筹资活动现金流入小计,"92,142,805.69","13,000,000.00","9,500,000.00","8,000,000.00","8,000,000.00","145,400,000.00","151,964,795.40","152,464,795.40","168,727,000.00","9,650,000.00","294,318,703.83","299,582,423.83","290,668,323.87",,"39,830,000.00","21,370,000.00","81,159,437.52"
经营活动现金流出小计,"84,272,746.23","115,519,740.97","93,848,458.41","112,688,373.36","147,562,143.98","54,715,087.16","98,242,641.99","122,694,942.92","147,692,367.71","155,096,618.82","264,800,131.81","454,110,712.05","481,138,769.75","156,187,774.21","292,085,708.37","442,797,256.60","651,556,552.15"
偿还债务支付的现金,"10,000,000.00","10,000,000.00","21,000,000.00",,,,"7,000,000.00","8,000,000.00","11,350,000.00","29,000,000.00","87,400,000.00","87,900,000.00","79,700,000.00","8,000,000.00","8,000,000.00","8,200,000.00","16,000,000.00"
经营活动产生的现金流量净额,"18,241,522.71","27,455,758.66","29,643,291.16","4,899,197.23","7,867,552.98","-4,716,483.87","-3,372,614.32","19,023,315.91","56,456,948.65","-28,898,576.82","-15,611,533.55","-3,578,801.61","24,270,353.32","-24,245,801.04","-34,839,014.73","-42,132,923.88","-49,378,632.50"
分配股利、利润或偿还利息支付的现金,"11,276,216.67","10,160,315.83","8,355,443.32","41,333.33","161,066.66","111,000.00","9,795,750.82","10,113,045.30","10,675,818.60","1,257,514.49","2,118,584.96","7,090,651.45","7,294,331.00","54,109.17","110,891.24","360,926.50","725,398.76"
收回投资收到的现金,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"2,518,905.91","1,479,670.79","1,200,000.00","800,000.00","1,200,000.00","3,955,945.15",,,"10,230,116.15",,,,,"242,615.51",,,
取得投资收益收到的现金,,,"72,001.43","7,804.81","14,899.87","7,092.37","10,268.36","10,268.36","1,013,849.85","452,191.78","1,973,836.16","3,393,876.15","5,215,209.20","1,216,153.22","2,974,278.01","3,799,733.97","7,126,450.43"
筹资活动现金流出小计,"23,795,122.58","21,639,986.62","30,555,443.32","841,333.33","1,361,066.66","4,066,945.15","16,795,750.82","18,113,045.30","32,255,934.75","30,257,514.49","89,518,584.96","94,990,651.45","86,994,331.00","8,296,724.68","8,110,891.24","8,560,926.50","16,725,398.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,"302,820.79","30,000.00",,,,,,,"87,232.43",,,"39,000.00","103,984.59","108,725.00","131,370.44","131,370.44","209,045.52"
筹资活动产生的现金流量净额,"68,347,683.11","-8,639,986.62","-21,055,443.32","7,158,666.67","6,638,933.34","141,333,054.85","135,169,044.58","134,351,750.10","136,471,065.25","-20,607,514.49","204,800,118.87","204,591,772.38","203,673,992.87","-8,296,724.68","31,719,108.76","12,809,073.50","64,434,038.76"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,"112,597.71",,,,-144.50
收到其他与投资活动有关的现金,"2,084,327.52","6,837.53",,,,,,,"29,380,913.41","40,000,000.00","78,400,000.00","84,448,674.35","4,871,140.74",,,,"18,144,738.64"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,387,148.31","36,837.53","72,001.43","7,804.81","14,899.87","7,092.37","10,268.36","10,268.36","30,481,995.69","40,452,191.78","80,373,836.16","87,881,550.50","10,190,334.53","1,324,878.22","3,105,648.45","3,931,104.41","25,480,234.59"
五、现金及现金等价物净增加额,"37,074,979.19","4,088,646.36","-826,623.27","5,277,590.03","-2,471,016.78","132,418,573.08","127,484,098.23","140,747,589.11","143,181,034.80","-13,183,779.41","-34,235,690.30","-73,059,306.44","18,266,464.53","-110,366,058.45","-89,654,205.56","-114,315,875.19","-48,388,097.87"
购建固定资产、无形资产和其他长期资产支付的现金,"19,126,020.32","14,763,963.21","9,486,472.54","6,788,078.68","16,992,402.97","4,205,090.27","4,322,600.39","12,637,745.26","20,278,974.79","4,129,879.88","2,335,678.80","3,277,672.75","12,130,812.98","1,018,410.95","4,539,948.04","5,823,129.22","30,751,587.21"
期初现金及现金等价物余额,"7,216,798.28","44,291,777.47","48,380,423.83","47,553,800.56","47,553,800.56","45,780,103.78","45,082,783.78","45,082,783.78","45,082,783.78","188,263,818.58","188,263,818.58","188,263,818.58","188,263,818.58","206,530,283.11","206,530,283.11","206,530,283.11","206,530,283.11"
投资支付的现金,"1,500,000.00",,,,,,,,,,"176,000,000.56","196,750,000.56","9,000,000.00",,,,
期末现金及现金等价物余额,"44,291,777.47","48,380,423.83","47,553,800.56","52,831,390.59","45,082,783.78","178,198,676.86","172,566,882.01","185,830,372.89","188,263,818.58","175,080,039.17","154,028,128.28","115,204,512.14","206,530,283.11","96,164,224.66","116,876,077.55","92,214,407.92","158,142,185.24"
