科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流入小计,"428,889,119.92","314,532,700.00","648,486,065.33","670,500,000.00","1,582,299,088.32","1,583,514,713.26","110,000,000.00","289,350,500.00","378,217,817.69","448,217,817.69","100,000,000.00","280,000,000.00"
经营活动现金流出小计,"2,699,583,867.00","3,020,241,982.18","2,954,261,956.18","1,942,258,040.14","2,264,292,215.96","3,022,527,960.39","874,069,461.85","2,021,818,290.52","2,540,108,110.77","3,563,748,656.71","1,186,183,728.03","1,988,967,762.37"
偿还债务支付的现金,"1,046,012,835.93","533,541,440.00","640,554,125.33","913,923,200.00","1,040,923,200.00","1,470,423,200.00","18,000,000.00","158,478,500.00","354,580,917.69","392,217,817.69",,"80,000,000.00"
经营活动产生的现金流量净额,"581,599,192.32","78,126,089.44","199,606,886.89","275,277,919.98","246,105,853.98","210,424,732.30","9,353,487.81","-93,426,140.18","281,709,837.68","341,644,264.30","-135,041,426.84","46,066,872.95"
分配股利、利润或偿还利息支付的现金,"114,652,258.61","110,936,310.85","46,058,317.17","18,322,019.31","24,712,887.97","27,825,182.37","728,858.32","74,659,237.71","76,418,262.19","79,804,835.59","1,883,541.66","63,207,406.99"
收回投资收到的现金,,,,,,"9,032,023.78","106,108,774.87","106,108,774.87","106,108,774.87","151,108,774.87",,
支付其他与筹资活动有关的现金,,,,,,,,,,,,
取得投资收益收到的现金,,,,"2,750,000.00","2,750,000.00","2,750,000.00",,,,,,
筹资活动现金流出小计,"1,160,665,094.54","644,477,750.85","686,612,442.50","932,245,219.31","1,065,636,087.97","1,498,248,382.37","18,728,858.32","233,137,737.71","430,999,179.88","472,022,653.28","1,883,541.66","143,207,406.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,"522,746.15","233,000.00","92,735.90",,,"1,315,836.65","132,378.64","1,962,069.01","2,976,946.21","5,763,408.14","293,155.38","1,349,099.31"
筹资活动产生的现金流量净额,"-731,775,974.62","-329,945,050.85","-38,126,377.17","-261,745,219.31","516,663,000.35","85,266,330.89","91,271,141.68","56,212,762.29","-52,781,362.19","-23,804,835.59","98,116,458.34","136,792,593.01"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-17,096.11","-1,795.04","29,949.63","10,850.20","14,508.31","34,769.46","-2,944.87","-12,623.89","-23,306.46","-47,698.90","-41,318.43","117,507.82"
收到其他与投资活动有关的现金,,,,,"1,583,523.27","1,583,523.27","1,668,293.00","1,486,190.00","1,321,018.00","1,851,618.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"522,746.15","233,000.00","92,735.90","2,750,000.00","4,333,523.27","14,681,383.70","107,909,446.51","109,557,033.88","110,406,739.08","158,723,801.01","293,155.38","1,349,099.31"
五、现金及现金等价物净增加额,"-247,158,837.54","-359,327,771.26","129,235,726.05","-58,079,250.20","718,915,515.09","72,546,685.95","136,796,244.33","-70,025,747.75","192,934,177.71","181,817,254.89","-101,926,522.92","53,861,470.28"
购建固定资产、无形资产和其他长期资产支付的现金,"96,817,330.19","107,740,014.81","32,367,469.20","72,865,771.07","46,694,340.82","120,501,882.40","71,734,886.80","142,356,779.85","146,377,730.40","249,698,275.93","65,253,391.37","130,464,602.81"
期初现金及现金等价物余额,"669,042,327.18","421,883,489.64","62,555,718.38","191,791,444.43","191,791,444.43","191,791,444.43","264,338,130.38","264,338,130.38","264,338,130.38","264,338,130.38","446,155,385.27","446,155,385.27"
投资支付的现金,"670,375.10",,,,,"114,000,000.00",,,,"45,000,000.00",,
期末现金及现金等价物余额,"421,883,489.64","62,555,718.38","191,791,444.43","133,712,194.23","910,706,959.52","264,338,130.38","401,134,374.71","194,312,382.63","457,272,308.09","446,155,385.27","344,228,862.35","500,016,855.55"
