科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
三、营业利润,"1,161,515,000.00","1,106,318,000.00","1,098,131,000.00","262,382,000.00","585,612,498.36","889,069,550.00","1,096,049,000.00","299,496,000.00","650,567,000.00","962,792,000.00"
保险业务收入,,,,,,,,,,
加：补贴收入,,,,,,,,,,
其中：分保费收入,,,,,,,,,,
营业外收入,"59,542,000.00","75,034,000.00","4,700,000.00","347,000.00","2,084,487.55","2,534,570.00","4,804,000.00","1,740,000.00","3,369,000.00","4,764,000.00"
减：分出保费,,,,,,,,,,
减：营业外支出,"24,012,000.00","38,072,000.00","78,239,000.00","3,309,000.00","3,858,555.03","4,901,970.00","7,007,000.00","209,000.00","10,145,000.00","19,202,000.00"
提取未到期责任准备金,,,,,,,,,,
加：影响利润总额的其他科目,,,,,,,,,,
投资收益,"7,991,000.00","39,195,000.00","50,973,000.00","28,418,000.00","34,570,218.14","46,519,290.00","42,760,000.00","34,224,000.00","45,430,000.00","58,734,000.00"
四、利润总额,"1,197,046,000.00","1,143,281,000.00","1,024,592,000.00","259,420,000.00","583,838,430.88","886,702,150.00","1,093,846,000.00","301,027,000.00","643,791,000.00","948,354,000.00"
其中：对联营企业和合营企业的投资收益,,"16,948,000.00","38,418,000.00","25,861,000.00","30,269,057.88","39,778,000.00","36,095,000.00","33,584,000.00","43,320,000.00","58,342,000.00"
减：所得税,"265,005,000.00","225,518,000.00","205,578,000.00","47,088,000.00","114,733,044.36","188,207,520.00","210,319,000.00","64,814,000.00","122,532,000.00","177,149,000.00"
公允价值变动收益,"-7,308,000.00","7,001,000.00","12,594,000.00","-26,093,000.00","-3,151,823.40","5,446,520.00","-24,325,000.00","-16,388,000.00","-24,350,000.00","-27,737,000.00"
加：影响净利润的其他科目,,,,,,,,,,
汇兑收益,"1,417,000.00","2,726,000.00","5,024,000.00","557,000.00","1,859,813.90","2,880,360.00","4,687,000.00","382,000.00","966,000.00","1,143,000.00"
五、净利润,"932,041,000.00","917,763,000.00","819,014,000.00","212,332,000.00","469,105,386.52","698,494,630.00","883,527,000.00","236,213,000.00","521,259,000.00","771,205,000.00"
其他业务收入,"3,822,000.00","3,235,000.00","4,254,000.00","922,000.00","1,578,861.92","2,859,650.00","4,452,000.00","904,000.00","1,990,000.00","2,917,000.00"
（一）归属于母公司所有者的净利润,"925,356,000.00","925,617,000.00","833,336,000.00","215,508,000.00","472,631,600.28","698,195,540.00","892,768,000.00","238,059,000.00","521,820,000.00","771,282,000.00"
二、营业支出,"897,730,000.00","1,171,994,000.00","1,298,477,000.00","331,237,000.00","642,017,336.65","1,014,204,460.00","1,425,600,000.00","374,438,000.00","734,965,000.00","1,177,324,000.00"
（二）少数股东损益,"6,685,000.00","-7,855,000.00","-14,323,000.00","-3,176,000.00","-3,526,213.76","299,090.00","-9,241,000.00","-1,846,000.00","-561,000.00","-77,000.00"
退保金,,,,,,,,,,
六、每股收益,,,,,,,,,,
赔付支出,,,,,,,,,,
（一）基本每股收益,0.56,0.56,0.50,0.13,0.28,0.42,0.52,0.13,0.28,0.42
减：摊回赔付支出,,,,,,,,,,
（二）稀释每股收益,0.56,0.56,0.50,0.13,0.28,0.42,0.52,0.13,0.28,0.42
