科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"29,934,982.02","25,947,370.21","-21,599,070.93","21,337,600.09","41,951,385.22","29,465,440.47","-8,217,591.35","-40,075,405.10","-62,081,399.84","-73,263,628.12","-389,077.41","8,254,161.56","4,122,889.15","11,214,346.98","-11,381,818.24","-21,831,408.21","-1,251,613.81","56,633,296.40","-4,348,645.42","-166,795.74","9,097,738.26","82,194,444.09","4,897,239.19","-11,671,220.81","-14,251,832.80"
三、利润总额,"242,681,500.17","328,816,516.03","364,749,537.51","114,950,773.04","139,855,159.32","190,291,881.06","47,398,650.70","96,229,106.43","120,259,478.11","127,478,849.34","19,608,843.77","9,842,173.20","36,756,427.01","43,660,007.63","31,082,411.37","58,623,287.21","42,425,470.44","28,348,857.50","-16,374,718.94","-14,629,119.54","4,373,079.53","17,431,348.22","119,241,926.61","202,335,668.26","281,655,553.12"
资产减值损失,"12,523,186.92","40,896,132.66","18,744,492.99","5,546,472.58","5,201,822.70","8,253,664.60","-6,964.01","2,258,079.57","6,654,721.04","19,169,637.58","4,223,921.11","5,288,791.46","8,992,854.68","35,829,272.90","16,409,672.19","26,317,156.75","31,944,743.63","35,125,388.10","12,012,315.97","20,808,700.83","24,502,922.15","33,946,862.85","1,712,067.56","4,682,595.69","6,843,477.97"
减:所得税,"32,783,744.40","52,140,134.82","58,887,032.21","22,087,394.37","24,827,655.78","25,753,093.45","13,432,543.93","24,327,885.01","34,445,527.47","37,519,211.98","3,390,860.05","4,200,550.28","9,228,975.64","13,582,677.69","11,030,687.13","19,228,064.17","24,744,316.17","18,642,660.75","-938,873.45","-2,704,489.60","10,832,598.54","-8,417,170.45","15,722,570.95","23,291,393.16","39,587,784.26"
加:公允价值变动净收益,"-1,117,385.21","-879,532.89","1,048,612.60","-18,119.78","76,063.11","57,447.23","-7,724.24","-178,699.11","-120,312.88","-384,029.24","467,675.10","502,452.54","-459,980.38","21,540,167.92","5,637,578.39","-1,137,907.20","-4,525,951.16","-7,433,334.82","-6,524,440.82","-9,242,931.37","-2,449,056.68","16,489,923.92","30,685,423.45","24,432,425.09","14,962,632.91"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"2,441,241.70","-2,174,592.98","5,798,387.16","180,647.33","1,346,440.95","2,729,925.05","254,825.92","1,473,447.00","1,852,578.63","5,353,148.49","-286,350.13","1,141,953.60","6,968,950.16","39,400,244.22","1,731,660.37","18,872,816.32","21,954,565.37","49,746,313.06","607,189.62","2,988,874.16","4,901,342.63","12,838,127.90","25,639,229.02","28,328,195.11","30,244,527.90"
四、净利润,"209,897,755.77","276,676,381.21","305,862,505.30","92,863,378.67","115,027,503.54","164,538,787.61","33,966,106.77","71,901,221.42","85,813,950.64","89,959,637.36","16,217,983.72","5,641,622.92","27,527,451.37","30,077,329.94","20,051,724.24","39,395,223.04","17,681,154.27","9,706,196.75","-15,435,845.49","-11,924,629.94","-6,459,519.01","25,848,518.67","103,519,355.66","179,044,275.10","242,067,768.86"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"209,657,505.26","276,359,304.15","305,409,496.99","92,682,741.61","115,027,503.54","164,269,280.93","33,966,106.77","71,901,221.42","85,813,950.64","89,959,637.36","16,217,983.72","5,641,622.92","27,513,369.70","30,090,245.73","20,070,224.58","39,428,931.76","17,721,856.79","9,750,346.80","-15,435,835.80","-11,924,586.18","-6,459,491.62","25,848,405.67","103,519,432.71","179,044,410.75","242,067,962.27"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"240,250.51","317,077.06","453,008.31","180,637.06",,"269,506.68",,,,,,,"14,081.67","-12,915.79","-18,500.34","-33,708.72","-40,702.52","-44,150.05",-9.69,-43.76,-27.39,113.00,-77.05,-135.65,-193.41
