科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付职工薪酬,"846,926.58","1,694,739.15","2,845,887.04","1,435,585.50","1,494,978.56","2,251,279.34","2,393,971.99","3,334,628.08","3,701,518.06","7,227,774.49","4,745,813.54","14,230,899.00","17,038,989.84","18,288,369.93","12,841,764.11","7,713,368.97","5,121,368.53"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"1,780,591.23","2,887,427.36","16,168,022.99","6,213,174.57","3,887,351.69","6,384,007.47","7,952,848.76","3,590,493.25","11,240,168.94","13,129,093.03","12,581,836.52","13,642,497.78","11,024,972.88","34,896,567.79","20,693,774.87","24,278,861.16","25,242,300.20"
应收利息,,,,,,"1,199,272.24","2,187,099.98","2,643,220.17","3,160,847.54",,,,,,,,
应付利息,"121,958.33","146,310.00","99,622.22","124,216.67","92,800.00","94,537.58","118,941.78","346,904.53","268,474.78","727,543.53","328,141.99","433,784.48","1,525,665.64","5,328,627.63","5,632,948.10","6,849,419.96","7,304,377.84"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"24,301,014.31","35,883,119.64","37,465,928.28","50,322,377.90","61,643,101.47","107,606,009.32","101,667,266.46","170,583,286.47","140,845,535.59","147,919,423.26","157,321,938.98","173,881,520.97","207,618,193.81","307,008,017.72","437,558,535.80","539,314,313.51","490,787,941.67"
其他应付款,"85,315.89","102,374.40","119,046.89","377,380.06","10,308,344.74","994,497.71","2,245,106.47","387,351.94","1,611,749.47","12,635,400.23","3,677,519.20","51,012,756.60","50,875,821.45","108,935,436.64","126,690,694.30","128,236,709.78","168,502,079.64"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"11,000,000.00","35,000,000.00","35,000,000.00","27,000,000.00","10,420,000.00","10,294,000.00","19,168,000.00","19,042,000.00","9,000,000.00","9,000,000.00",,,,,,
其他流动资产,,"1,328,663.94",,,,"2,569,209.92",,"4,179,918.57","6,556,763.57","42,688,227.12","39,701,158.38","38,456,348.80","59,060,725.66","123,452,226.56","89,495,797.53","127,802,107.43","162,369,977.26"
其他流动负债,,"1,998,809.69",,,,,,,,,,,,,,,
流动资产合计,"113,525,464.71","167,765,383.75","286,142,069.51","399,860,998.71","756,246,073.44","827,995,803.27","825,256,485.95","841,781,453.62","1,003,938,624.01","1,046,876,692.77","1,117,111,257.86","1,096,655,620.15","1,745,727,366.53","2,139,828,976.42","2,221,907,599.71","2,550,460,652.96","2,792,382,214.69"
流动负债合计,"51,160,357.99","132,185,972.94","210,898,004.88","267,063,001.15","249,829,702.07","304,716,048.96","306,973,534.97","410,542,085.78","486,658,756.09","514,991,484.72","586,029,858.31","785,731,585.93","967,848,920.78","1,183,935,328.19","1,360,591,466.83","1,582,027,914.87","1,828,597,020.28"
可供出售金融资产,,,,,,,,,,"12,500,000.00","12,500,000.00","17,310,906.08","17,310,906.08","16,428,838.03","16,428,838.03","21,428,838.03","31,939,600.00"
长期借款,"60,000,000.00","49,000,000.00","12,000,000.00","12,000,000.00","10,000,000.00","9,000,000.00","9,000,000.00",,,,"18,328,000.00","18,437,500.00","618,730,000.00","618,277,000.00","618,440,250.00","823,884,000.00","924,068,250.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,"8,719,347.00","48,010,918.20"
长期应付款,,,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","269,811,600.00","269,811,600.00","269,811,600.00","269,811,600.00"
长期股权投资,,,,"4,830,314.34","4,433,083.16","4,114,920.33","3,849,260.08","12,920,039.88","8,790,888.51","14,707,287.62","57,981,529.46","65,918,773.00","65,631,033.92","99,123,599.30","117,272,178.65","121,830,989.77","118,621,287.09"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"50,609,575.97","134,217,098.06","166,340,042.89","193,823,392.52","192,062,555.91","192,735,617.23","196,602,497.19","199,993,976.63","233,036,653.19","258,630,246.59","254,938,996.94","279,199,274.33","272,397,090.25","688,776,978.45","687,809,147.64","1,005,181,036.26","1,368,097,597.46"
递延所得税负债,,,,,,"28,266.91",,,,,,,,,,,
在建工程,"40,034,556.46","45,071,555.49","24,978,868.66","358,237.31","2,926,377.95","10,217,038.02","16,593,878.20","80,222,670.33","190,118,327.61","228,936,758.72","224,119,471.42","397,109,341.80","582,574,371.87","415,628,021.81","551,037,171.70","448,919,337.82","217,968,317.11"
其他非流动负债,"3,721,285.76",,,"672,000.00","546,000.00",,,,,,,,,"400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00"
工程物资,,,,,,,,,,,,,,"34,645,714.23","34,645,714.23","422,161.75","338,634.60"
非流动负债合计,"63,721,285.76","49,000,000.00","12,000,000.00","12,672,000.00","10,546,000.00","9,028,266.91","9,000,000.00",,,"200,000,000.00","218,328,000.00","218,437,500.00","818,730,000.00","1,288,088,600.00","1,288,251,850.00","1,493,695,600.00","1,593,879,850.00"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"114,881,643.75","181,185,972.94","222,898,004.88","279,735,001.15","260,375,702.07","313,744,315.87","315,973,534.97","410,542,085.78","486,658,756.09","714,991,484.72","804,357,858.31","1,004,169,085.93","1,786,578,920.78","2,472,023,928.19","2,648,843,316.83","3,075,723,514.87","3,422,476,870.28"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","96,000,000.00","96,000,000.00","119,490,000.00","119,490,000.00","119,490,000.00","119,490,000.00","119,490,000.00","119,490,000.00","119,490,000.00","179,235,000.00","179,235,000.00","182,795,000.00","182,795,000.00","182,795,000.00","183,576,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"6,142,709.03","6,142,709.03","142,709.03","142,709.03","326,652,709.03","326,652,709.03","326,652,709.03","326,652,709.03","326,652,709.03","335,672,021.72","334,715,021.72","334,715,021.72","334,715,021.72","404,919,399.98","389,130,121.72","399,331,471.72","415,334,161.72"
无形资产,"18,598,389.35","18,210,923.03","17,883,855.57","18,184,581.09","18,052,866.84","17,921,489.61","39,354,224.17","35,718,471.56","35,375,946.86","33,349,900.61","32,723,059.37","51,520,882.78","52,003,078.45","67,914,965.54","66,847,047.80","66,876,015.56","66,055,948.73"
盈余公积,"4,242,025.00","11,910,589.91","21,674,781.42","21,674,781.42","21,674,781.42","33,369,943.83","33,369,943.83","33,369,943.83","33,369,943.83","45,424,512.91","45,424,512.91","45,424,512.91","45,424,512.91","68,741,337.74","68,741,337.74","68,741,337.74","68,741,337.74"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,"69,811,600.00","69,811,600.00","69,811,600.00","69,811,600.00"
商誉,,,,,,,,,,,,,,,,,
未分配利润,"38,294,571.39","107,244,903.43","156,184,980.31","221,537,515.47","247,614,773.31","261,963,198.57","289,266,677.71","282,428,418.63","307,232,561.52","333,700,537.18","370,095,554.91","319,244,887.04","362,307,167.79","379,956,184.79","452,869,320.33","533,817,836.25","587,865,387.75"
长期待摊费用,,,,,,,,,,,,,"100,300.00","1,866,934.63","432,324.47","2,240,924.38","2,360,205.26"
少数股东权益,,,,,,,"491,908.52","495,338.20","200,481,357.00","48,904,486.79","27,757,738.26","27,336,418.58","29,948,955.47","30,709,514.81","28,112,502.88","42,625,572.60","42,517,562.90"
递延所得税资产,"792,962.68","1,219,214.98","1,399,833.49","2,032,483.10","2,087,008.53","2,235,298.84","2,394,230.94","1,612,844.84","2,517,685.43","3,164,515.81","3,296,525.69","3,672,411.11","3,925,369.60","4,388,525.07","4,732,265.76","6,413,922.84","5,317,247.71"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,"155,805.52",,,,,,,,,,,"1,043,314.50","67,924.53","1,385,533.50",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"110,035,484.46","198,718,791.56","210,758,406.13","219,229,008.36","219,561,892.39","227,224,364.03","258,794,090.58","330,468,003.24","469,839,501.60","551,288,709.35","585,559,582.88","814,731,589.10","993,942,150.17","1,329,816,891.56","1,479,272,612.81","1,683,418,106.91","1,858,709,756.16"
所有者权益(或股东权益)合计,"108,679,305.42","185,298,202.37","274,002,470.76","339,355,005.92","715,432,263.76","741,475,851.43","768,077,041.56","761,707,371.08","987,119,369.52","883,173,917.40","898,312,982.43","907,218,123.32","953,090,595.92","997,621,939.79","1,052,336,895.69","1,158,155,245.00","1,228,615,100.57"
资产总计,"223,560,949.17","366,484,175.31","496,900,475.64","619,090,007.07","975,807,965.83","1,055,220,167.30","1,084,050,576.53","1,172,249,456.86","1,473,778,125.61","1,598,165,402.12","1,702,670,840.74","1,911,387,209.25","2,739,669,516.70","3,469,645,867.98","3,701,180,212.52","4,233,878,759.87","4,651,091,970.85"
负债和所有者(或股东权益)合计,"223,560,949.17","366,484,175.31","496,900,475.64","619,090,007.07","975,807,965.83","1,055,220,167.30","1,084,050,576.53","1,172,249,456.86","1,473,778,125.61","1,598,165,402.12","1,702,670,840.74","1,911,387,209.25","2,739,669,516.70","3,469,645,867.98","3,701,180,212.52","4,233,878,759.87","4,651,091,970.85"
