科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,"22,000,000.00","46,400,000.00","37,700,000.00","37,000,000.00","42,400,000.00","42,400,000.00","12,600,000.00","12,600,000.00","12,600,000.00","42,600,000.00","40,000,000.00","120,000,000.00"
支付的各项税费,"18,894,695.32","26,277,667.16","32,227,967.12","20,135,670.83","30,731,812.27","42,452,083.71","13,330,443.22","27,309,704.39","46,268,293.27","71,505,273.09","30,376,311.98","55,431,975.56"
收到其他与筹资活动有关的现金,,,,,,,,,,,,
支付其他与经营活动有关的现金,"36,449,207.27","58,888,292.58","52,549,643.56","37,353,593.55","66,170,443.09","94,510,375.38","34,187,082.48","73,341,713.40","134,005,813.43","235,101,879.38","112,285,764.60","228,241,664.62"
筹资活动现金流入小计,"22,000,000.00","46,400,000.00","37,700,000.00","37,000,000.00","42,400,000.00","42,400,000.00","220,357,000.00","220,357,000.00","220,357,000.00","250,357,000.00","40,000,000.00","120,000,000.00"
经营活动现金流出小计,"118,530,941.30","162,696,108.21","168,579,823.13","111,705,164.70","176,011,454.19","239,969,509.56","79,269,607.64","154,417,118.96","255,818,713.02","401,758,648.68","170,523,077.89","347,988,484.04"
偿还债务支付的现金,"18,000,000.00","32,000,000.00","39,700,000.00","31,000,000.00","37,700,000.00","47,700,000.00","20,000,000.00","30,000,000.00","32,400,000.00","32,400,000.00","12,600,000.00","42,600,000.00"
经营活动产生的现金流量净额,"45,164,665.42","24,293,227.54","53,902,475.37","4,656,758.75","10,065,566.96","37,737,790.97","-951,608.30","26,192,609.83","41,194,125.84","46,557,481.82","9,917,754.55","26,563,732.52"
分配股利、利润或偿还利息支付的现金,"1,302,633.35","2,211,303.37","7,654,596.02","5,275,716.71","5,801,207.41","6,310,778.62","433,740.84","23,106,456.25","25,081,500.75","25,115,669.18","430,384.17","21,224,524.99"
收回投资收到的现金,,,,,,,,"150,000,000.00","196,000,000.00","259,000,000.00","196,000,000.00","306,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"5,757,631.31","6,554,486.60","6,704,486.60","7,204,486.60",,
取得投资收益收到的现金,,,,,,,,"1,372,593.60","1,776,683.25","3,172,218.31","426,869.76","733,400.58"
筹资活动现金流出小计,"19,302,633.35","34,211,303.37","47,354,596.02","36,275,716.71","43,501,207.41","54,010,778.62","26,191,372.15","59,660,942.85","64,185,987.35","64,720,155.78","13,030,384.17","63,824,524.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,000.00","408,761.32","257,256.66",353.85,567.44,567.44,,"23,000.00","23,000.00","3,032,250.00",,"9,938.00"
筹资活动产生的现金流量净额,"2,697,366.65","12,188,696.63","-9,654,596.02","724,283.29","-1,101,207.41","-11,610,778.62","194,165,627.85","160,696,057.15","156,171,012.65","185,636,844.22","26,969,615.83","56,175,475.01"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-48,714.46","-72,545.11","1,493.56",548.84,548.84,"1,768.78",-150.41,-648.80,"-1,197.55","-1,607.50",-982.46,329.14
收到其他与投资活动有关的现金,,"2,000,000.00",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"2,000.00","2,408,761.32","257,256.66",353.85,567.44,567.44,,"151,395,593.60","197,799,683.25","265,204,468.31","196,426,869.76","306,743,338.58"
五、现金及现金等价物净增加额,"6,007,665.56","-6,174,617.12","14,399,550.28","-16,887,813.00","-26,383,717.49","-19,499,406.98","32,354,986.17","136,148,249.60","21,742,639.69","50,078,706.87","-9,043,699.58","56,931,570.60"
购建固定资产、无形资产和其他长期资产支付的现金,"41,607,652.05","29,068,318.01","28,631,483.73","22,269,757.73","35,349,193.32","45,628,755.55","10,858,882.97","32,135,362.18","46,420,984.50","66,518,479.98","22,356,957.26","42,551,304.65"
期初现金及现金等价物余额,"29,460,511.25","35,468,176.81","29,293,559.69","43,693,109.97","43,693,109.97","43,693,109.97","24,502,897.15","24,193,702.99","24,193,702.99","24,193,702.99","74,272,409.86","74,272,409.86"
投资支付的现金,,,,,,,"150,000,000.00","170,000,000.00","327,000,000.00","380,800,000.00","220,000,000.00","290,000,000.00"
期末现金及现金等价物余额,"35,468,176.81","29,293,559.69","43,693,109.97","26,805,296.97","17,309,392.48","24,193,702.99","56,857,883.32","160,341,952.59","45,936,342.68","74,272,409.86","65,228,710.28","131,203,980.46"
