科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动负债合计,"15,925,575.53","14,849,151.94","19,580,795.09","88,883,509.83","20,169,528.81","19,787,812.46","29,772,380.95","33,797,654.41","42,867,749.82","45,899,192.35","57,262,929.10","50,723,214.32","46,005,884.92","56,501,000.51"
可供出售金融资产,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"2,905,758.03","3,153,188.01","43,647,533.14","46,268,624.66","56,975,881.26"
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"56,850,062.00","64,768,607.05","75,134,557.64","74,122,704.03","72,866,894.77","78,624,691.30","96,268,905.50","104,512,963.63","121,858,301.55","161,596,108.83","212,132,066.58","214,131,249.02","216,150,514.24","237,134,198.30"
递延所得税负债,,,,,,,,,,,"669,145.85","669,145.85","669,145.85","669,145.85"
在建工程,"5,244,724.59","836,049.45","16,708,584.37","22,874,268.37","25,749,309.97","37,127,973.63","43,826,255.18","50,765,009.58","57,860,290.24","41,787,354.57","9,844,376.59","11,291,434.00","14,340,052.21","6,240,311.50"
其他非流动负债,"1,400,000.00","1,400,000.00",,,,"850,000.00",,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"1,400,000.00","1,400,000.00",,,,"850,000.00","510,000.00","340,000.00","170,000.00","1,306,875.00","1,646,635.85","1,317,250.85","17,803,335.85","17,587,320.85"
固定资产清理,,,,,,,,,,,,,,
负债合计,"17,325,575.53","16,249,151.94","19,580,795.09","88,883,509.83","20,169,528.81","20,637,812.46","30,282,380.95","34,137,654.41","43,037,749.82","47,206,067.35","58,909,564.95","52,040,465.17","63,809,220.77","74,088,321.36"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"59,100,000.00","59,100,000.00","59,100,000.00","74,340,000.00","74,340,000.00","74,340,000.00","74,340,000.00","74,340,000.00","185,850,000.00","185,850,000.00","185,850,000.00","185,850,000.00","185,850,000.00","185,850,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"62,650,093.10","62,650,093.10","62,650,093.10","332,923,679.40","332,923,679.40","332,923,679.40","332,923,679.40","332,923,679.40","221,413,679.40","221,413,679.40","221,413,679.40","221,413,679.40","221,413,679.40","221,413,679.40"
无形资产,"16,329,129.92","15,986,494.52","15,643,859.12","15,558,200.27","15,472,541.42","15,386,882.57","15,301,223.72","15,215,564.87","15,129,906.02","15,044,247.17","14,958,588.32","41,382,929.47","42,357,670.62","42,272,011.77"
盈余公积,"9,202,053.78","14,720,210.22","23,441,243.43","23,441,243.43","23,441,243.43","23,471,643.98","33,669,938.36","33,669,938.36","33,669,938.36","33,669,938.36","44,531,574.74","44,531,574.74","44,531,574.74","44,531,574.74"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,"38,915.80",,,,,,,,,,,,,
未分配利润,"75,184,857.33","116,935,194.51","180,341,502.29","203,920,994.63","191,063,696.18","213,633,860.22","236,208,431.01","264,853,211.15","254,986,578.07","283,594,867.53","305,294,137.52","337,040,265.18","306,797,448.34","330,098,653.98"
长期待摊费用,"701,354.18","791,026.08","793,979.17",,,,"868,777.78","794,311.12","719,844.46","2,173,870.13","784,337.24","541,666.45","1,617,453.19","1,755,260.15"
少数股东权益,,,,,,,,,,,,"1,768,968.07","1,315,258.57","1,956,578.75"
递延所得税资产,,,,"673,184.01","859,110.38","839,540.29","1,144,513.84","1,645,888.96","1,475,567.43","1,446,732.21","1,536,799.65","1,674,228.84","1,562,681.83","1,726,989.73"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"1,855,404.05","988,180.00","713,469.99",,"6,667,857.91","12,477,089.25","9,923,412.76","14,082,096.60","20,985,972.76","13,164,870.38","6,243,072.02","10,106,393.88","11,843,592.99","16,385,993.15"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"81,019,590.54","83,370,357.10","108,994,450.29","113,228,356.68","121,615,714.45","144,456,177.04","167,333,088.78","187,015,834.76","218,029,882.46","238,118,941.32","248,652,428.41","322,775,434.80","334,140,589.74","362,490,645.86"
所有者权益(或股东权益)合计,"206,137,004.21","253,405,497.83","325,532,838.82","634,625,917.46","621,768,619.01","644,369,183.60","677,142,048.77","705,786,828.91","695,920,195.83","724,528,485.29","757,089,391.66","790,604,487.39","759,907,961.05","783,850,486.87"
资产总计,"223,462,579.74","269,654,649.77","345,113,633.91","723,509,427.29","641,938,147.82","665,006,996.06","707,424,429.72","739,924,483.32","738,957,945.65","771,734,552.64","815,998,956.61","842,644,952.56","823,717,181.82","857,938,808.23"
负债和所有者(或股东权益)合计,"223,462,579.74","269,654,649.77","345,113,633.91","723,509,427.29","641,938,147.82","665,006,996.06","707,424,429.72","739,924,483.32","738,957,945.65","771,734,552.64","815,998,956.61","842,644,952.56","823,717,181.82","857,938,808.23"
