科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-5,199,605.95","-15,378,299.78","-23,924,621.43","-31,142,816.00","-26,428,246.78","-22,568,763.00","-28,628,885.55","-20,760,355.90","-28,792,247.55","-34,931,730.98","-26,862,487.27","-28,169,426.46","-42,893,411.12","-41,243,335.91","-50,070,479.55","-31,315,774.54","-46,999,051.86","-36,694,548.27","-17,686,226.19","-26,914,394.41","-29,305,703.30","-23,591,117.46","23,154,328.11","22,843,660.26","17,852,189.17","9,967,367.66","16,786,723.98","18,218,179.62","11,827,454.67","14,484,032.79","19,312,981.73","12,456,085.59","19,535,925.51","17,731,181.50"
应收利息,,,,,,,"1,543,492.00","1,925,757.33","804,835.25","342,479.36","800,855.13","830,308.03","1,530,991.24","813,758.94","538,264.49","372,949.03","135,380.56","123,542.73","153,576.52","8,400.00","310,463.02","686,958.90","986,626.33","1,230,735.92","426,664.53","703,420.70","259,722.22",,,"191,602.91",,"178,465.71","298,710.96","426,131.41"
应付利息,"1,245,790.79","1,057,717.66","512,423.61","820,098.94","387,327.69","85,393.87","38,541.49","115,622.22","222,519.72","500,024.25","363,183.78","191,979.32","185,775.13","275,803.45","322,059.92","540,390.69","477,948.31","379,023.18","255,166.67","423,493.54","541,386.58","370,073.53","627,941.42","417,171.68","396,935.61","395,572.24","217,319.46","279,847.24","254,388.89","254,388.89","346,223.22","984,368.28","654,516.40","1,288,329.24"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"16,350,745.85",,,,,,,,,,,,,,,,,,,,,,,,,"48,000,000.00",,,,,,,,
存货,"424,799,999.79","354,791,728.16","430,220,493.76","440,870,086.73","450,647,550.90","508,339,109.91","565,941,127.03","551,943,410.93","590,749,515.50","608,221,408.44","571,945,904.75","533,684,450.83","531,107,984.72","555,992,426.49","627,512,651.84","625,178,275.10","609,404,957.29","570,188,120.31","589,265,468.29","562,150,992.90","538,218,752.32","539,869,002.57","494,557,619.20","492,982,959.36","543,483,699.74","521,496,124.85","493,418,616.09","456,697,183.53","481,761,180.88","489,057,066.32","591,907,410.41","579,523,902.76","583,627,135.06","652,161,241.85"
其他应付款,"78,335,903.50","12,419,797.99","8,524,082.68","11,269,516.88","15,611,866.97","12,936,504.35","5,480,289.08","8,175,410.33","9,709,881.69","5,949,069.99","9,397,839.48","15,972,331.89","9,430,328.18","11,616,426.90","4,967,434.79","10,234,372.22","9,972,708.77","177,298,571.50","15,277,198.98","14,032,218.17","14,440,554.80","19,226,105.41","16,806,411.18","31,810,451.95","9,668,040.93","15,647,553.96","14,647,680.67","20,378,757.17","18,991,558.82","21,359,131.19","23,942,034.97","39,678,162.71","29,408,991.84","26,976,725.40"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,"4,388,841.26","2,439,622.93","6,917,210.80","5,859,873.39","6,534,147.54","3,279,074.66","2,571,352.01","1,755,587.85","2,701,546.65","2,695,192.94","3,705,840.17","4,285,928.48","5,173,777.51","3,093,467.57","2,196,145.96","1,204,761.00","807,133.46","744,978.54","499,979.69","1,948,400.13"
一年内到期的非流动负债,,"83,000,000.00","90,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000,000.00","250,000,000.00","250,000,000.00","100,000,000.00"
其他流动资产,,,,,,"4,234,634.38",,,,,,,,,,,,,,"301,916,636.97","335,000,000.00","381,000,000.00","403,578,815.78","304,316,322.28","397,290,030.66","374,510,184.83","447,259,178.04","416,668,104.92","694,342,650.28","257,328,385.08","130,096,766.53","495,640,164.15","375,484,516.95","509,429,476.63"
其他流动负债,,,,,,,,,,,,,,,,,,,,,"109,223.30","72,815.54","863,443.33","40,950.00",,,,,,,,,,
流动资产合计,"842,702,339.50","888,670,920.85","995,462,058.55","1,033,698,818.48","1,711,170,004.84","1,571,457,367.47","1,652,636,800.95","1,580,863,363.64","1,591,693,119.29","1,615,121,226.37","1,561,003,502.24","1,501,605,317.27","1,415,120,517.02","1,554,036,207.72","1,460,586,936.67","1,526,996,548.47","1,450,679,281.16","1,552,236,242.88","1,483,953,035.24","1,803,179,873.56","1,750,647,719.04","1,683,947,190.20","1,659,267,458.51","1,666,465,685.54","1,652,877,593.82","1,667,467,139.68","1,645,915,319.54","1,736,853,441.41","2,062,227,745.53","1,593,010,032.27","1,708,508,294.78","1,978,802,045.29","1,897,056,418.99","2,177,622,090.88"
流动负债合计,"698,069,739.13","831,164,116.03","971,595,054.23","896,368,964.44","475,637,082.79","406,079,993.04","500,020,960.41","398,712,504.97","450,526,131.96","488,542,939.98","496,562,396.93","431,349,795.56","387,230,622.67","531,552,204.18","674,798,406.71","718,785,149.00","633,173,877.23","733,620,742.60","542,991,117.30","653,215,694.81","609,803,457.88","643,034,133.44","692,267,556.13","664,804,847.91","718,956,633.14","765,806,024.58","727,535,565.35","431,714,081.30","450,461,284.37","500,844,599.45","987,298,050.93","1,226,448,244.60","1,201,905,082.53","1,282,786,922.48"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"2,175,000.00",,,,,,"36,720,000.00","36,720,000.00","36,720,000.00","36,720,000.00","36,720,000.00"
长期借款,"173,000,000.00","90,000,000.00",,"80,000,000.00","80,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"250,000,000.00","250,000,000.00","250,000,000.00",,,,"200,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"1,979,693.90",,,,,,,,,,,,,,,,,,,"488,785,000.00","497,780,927.81","497,123,203.03","498,203,842.51","492,487,754.50"
专项应付款,,,,,,,,,,,,,,,,,,,"68,519,476.04","249,500,075.55","245,453,818.83","240,786,969.43","193,913,475.34","190,791,284.22","167,067,235.74","164,300,162.27","160,541,562.76","157,420,015.74","146,111,189.43","127,462,745.01","92,071,363.45","89,260,141.24","47,144,742.97","43,932,193.21"
投资性房地产,,,,,,,"2,087,132.06","2,060,272.52","2,033,412.98","2,006,553.44","345,566,058.14","1,952,834.36","1,925,974.82","1,899,115.28","1,872,255.74","1,845,396.20","1,818,536.66","1,791,677.12","1,764,817.58","1,737,958.04","1,711,098.50","1,684,238.96","1,657,379.42","1,630,519.88","3,110,216.48","3,059,078.93","3,007,941.38","2,956,803.83","2,905,666.28","2,854,528.73","2,803,391.18","2,752,253.63","32,542,962.37","32,065,590.15"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"197,472,051.83","290,967,266.36","305,092,009.82","295,702,945.22","294,212,461.34","302,066,094.67","331,435,973.75","324,502,085.84","318,248,854.59","314,813,223.75","45,031,024.47","339,953,130.89","353,315,579.37","352,209,041.58","362,622,196.21","360,461,696.27","364,580,445.95","356,293,623.15","437,205,733.76","432,588,586.27","441,332,641.00","428,227,703.46","440,640,524.65","433,801,465.16","474,141,208.67","466,325,107.86","553,333,669.54","545,152,893.58","538,943,433.01","535,269,107.52","578,316,348.51","567,951,971.24","604,177,819.15","599,370,526.09"
递延所得税负债,,,"486,937.50","311,812.50",,,,,,"1,061,470.58","557,669.03","190,938.15",,,,,,,"94,162.50","209,184.45","608,933.19","238,672.50",,"34,016.17","269,958.50",,,,,,,,"178,908.00","386,100.00"
在建工程,"21,712,392.24","5,344,106.12","791,082.70","1,427,211.82","6,674,816.65","8,337,914.32","9,899,622.34","12,428,275.96","19,340,825.56","36,987,920.77",,"64,342,287.10","61,975,107.38","61,954,921.55","109,845,196.80","111,653,177.23","114,483,057.12","154,049,714.95","122,843,309.66","119,672,722.21","109,348,104.41","132,248,171.08","164,643,992.58","173,976,516.83","162,555,777.12","164,428,122.02","96,097,191.28","110,720,680.67","128,930,935.75","147,206,369.93","156,470,677.65","173,270,514.36","207,792,748.20","239,368,640.83"
其他非流动负债,,,"3,165,009.98","3,577,079.97","10,178,121.89","10,944,093.50","10,630,667.83","10,322,128.63","10,013,589.43","9,705,050.23","10,307,581.03","9,973,734.34","9,639,887.73","9,311,041.05","11,243,861.03","11,658,734.40","14,278,640.93","13,797,180.32","92,497,819.55","91,767,477.95","111,430,565.52","110,556,631.02",,,,,,,,,,,,
工程物资,"193,626.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"173,000,000.00","90,000,000.00","3,651,947.48","83,888,892.47","90,178,121.89","10,944,093.50","10,630,667.83","10,322,128.63","10,013,589.43","10,766,520.81","10,865,250.06","10,164,672.49","9,639,887.73","9,311,041.05","11,243,861.03","11,658,734.40","14,278,640.93","13,797,180.32","161,111,458.09","341,476,737.95","357,493,317.54","351,582,272.95","347,432,408.82","355,656,549.37","353,198,057.27","349,278,700.79","344,189,184.20","591,141,881.63","586,669,846.06","582,768,127.64","329,529,685.30","325,818,403.48","321,893,527.32","517,986,903.11"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"871,069,739.13","921,164,116.03","975,247,001.71","980,257,856.91","565,815,204.68","417,024,086.54","510,651,628.24","409,034,633.60","460,539,721.39","499,309,460.79","507,427,646.99","441,514,468.05","396,870,510.40","540,863,245.23","686,042,267.74","730,443,883.40","647,452,518.16","747,417,922.92","704,102,575.39","994,692,432.76","967,296,775.42","994,616,406.39","1,039,699,964.95","1,020,461,397.28","1,072,154,690.41","1,115,084,725.37","1,071,724,749.55","1,022,855,962.93","1,037,131,130.43","1,083,612,727.09","1,316,827,736.23","1,552,266,648.08","1,523,798,609.85","1,800,773,825.59"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","350,320,801.00","350,320,801.00","350,320,801.00","350,320,801.00","350,320,801.00","350,320,801.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"21,124,217.61","21,124,217.61","21,124,217.61","21,124,217.61","1,043,742,217.61","1,043,742,217.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,052,690,717.61","1,054,418,900.37","1,054,418,900.37","982,418,900.37","982,418,900.37","982,418,900.37","1,245,427,048.47","1,245,427,048.47","1,245,427,048.47","1,245,427,048.47","1,245,427,048.47","1,245,427,048.47"
无形资产,"32,940,529.95","47,283,747.36","69,317,409.57","68,796,790.25","68,356,584.57","67,926,294.76","67,437,674.39","67,301,996.72","66,867,476.76","66,445,105.69","121,609,771.76","120,920,259.56","146,276,390.33","145,339,419.82","322,271,901.27","320,544,567.05","319,016,000.13","290,414,692.20","288,696,605.44","287,070,970.49","285,430,301.91","283,891,210.18","282,275,067.15","280,606,331.28","278,981,724.70","277,450,221.21","280,077,071.18","278,387,827.85","276,332,287.98","274,479,058.37","279,656,421.32","277,601,825.24","275,841,407.80","273,925,398.67"
盈余公积,"649,173.93","6,366,746.80","12,202,381.05","12,202,381.05","12,202,381.05","12,202,381.05","16,066,054.47","16,066,054.47","16,066,054.47","16,066,054.47","18,309,190.17","18,309,190.17","18,309,190.17","18,309,190.17","20,025,457.55","20,025,457.55","20,025,457.55","20,025,457.55","21,772,320.40","21,772,320.40","21,772,320.40","21,772,320.40","39,872,903.77","39,872,903.77","39,872,903.77","39,872,903.77","45,043,290.43","45,043,290.43","45,043,290.43","45,043,290.43","52,042,504.30","52,042,504.30","52,042,504.30","52,042,504.30"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,063,078.41","46,063,078.41","46,063,078.41","46,063,078.41"
未分配利润,"26,325,787.62","95,862,066.20","173,857,167.62","195,733,465.24","207,942,856.83","225,589,531.94","232,230,381.14","256,819,638.24","216,626,685.56","216,304,733.92","242,142,287.98","258,682,203.81","258,700,928.49","260,095,997.91","271,385,157.85","286,728,159.14","290,080,278.39","295,087,829.46","312,514,430.46","328,880,092.04","302,992,012.62","318,407,568.39","327,757,869.69","360,199,943.89","325,362,998.02","293,779,219.30","327,982,112.18","372,231,487.42","400,872,453.78","427,568,773.41","458,349,484.38","511,714,486.35","474,154,816.82","501,452,441.46"
长期待摊费用,"3,374,785.79","1,003,000.00","5,926,189.85","5,236,207.04","4,886,111.48","5,076,258.84","4,732,077.01","4,914,479.26","5,468,023.03","5,913,320.57","11,842,962.38","10,231,262.47","15,470,524.23","22,538,606.25","31,622,396.10","30,136,589.02","21,280,479.20","18,893,981.18","16,927,313.54","15,810,393.94","16,998,644.78","21,742,621.47","20,813,462.51","19,715,752.41","16,794,879.51","16,668,930.08","21,346,185.56","20,809,620.96","24,073,256.37","26,854,562.03","29,145,024.98","27,595,702.48","27,122,885.72","24,205,425.34"
少数股东权益,"8,950,341.67","14,660,828.65","19,213,762.96","20,648,003.38","21,115,595.71","22,402,403.49","23,975,291.16","24,371,570.56","25,346,027.29","24,041,941.05","35,148,857.04","35,668,838.06","37,269,167.34","37,540,740.02","38,268,215.18","38,843,359.15","40,347,049.79","41,489,260.97","44,863,515.82","45,552,133.06","48,816,410.24","50,484,466.08","6,800,701.38",,,,,,,,"39,473,957.25","36,758,245.48","33,776,651.49","32,203,758.48"
递延所得税资产,"9,723,534.21","5,908,934.60","5,055,780.46","5,103,951.38","5,518,277.00","6,096,690.57","7,384,792.12","6,912,140.54","7,617,494.11","7,125,557.25","8,685,686.90","7,860,326.05","9,756,420.86","11,522,578.74","13,714,964.15","14,561,447.44","16,174,929.51","17,718,063.77","19,644,870.46","20,893,774.36","21,515,311.65","23,064,173.52","30,082,552.58","29,135,044.21","33,723,025.27","36,956,016.41","27,215,069.24","25,963,840.03","24,765,885.48","24,811,774.36","24,127,541.47","21,980,302.23","19,384,255.67","18,437,641.41"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"5,875,968.99","2,532,155.17","2,563,291.77","5,313,193.26","4,907,874.00","2,633,417.00","6,584,415.00","103,166,170.00","107,441,720.00","107,446,830.00","109,625,067.00","110,801,132.62","112,176,604.81","13,704,532.82","20,615,513.71","21,982,207.19","102,849,825.52","118,668,837.77","34,615,181.53","41,954,497.31"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"265,416,920.46","350,507,054.44","386,182,472.40","376,267,105.71","379,648,251.04","389,503,253.16","422,977,271.67","418,119,250.84","419,576,087.03","433,291,681.47","534,715,197.55","545,260,100.43","588,719,996.99","595,463,683.22","847,824,879.26","841,735,028.38","839,916,740.34","844,474,945.63","891,990,524.44","880,407,822.31","882,920,517.25","994,024,288.67","1,047,554,698.89","1,048,487,459.77","1,078,931,898.75","1,075,688,609.13","1,093,253,732.99","997,696,199.74","1,016,566,978.58","1,558,962,608.13","1,753,933,236.85","1,769,727,688.39","1,782,464,181.36","1,804,598,552.71"
所有者权益(或股东权益)合计,"237,049,520.83","318,013,859.26","406,397,529.24","429,708,067.28","1,525,003,051.20","1,543,936,534.09","1,564,962,444.38","1,589,947,980.88","1,550,729,484.93","1,549,103,447.05","1,588,291,052.80","1,605,350,949.65","1,606,970,003.61","1,608,636,645.71","1,622,369,548.19","1,638,287,693.45","1,643,143,503.34","1,649,293,265.59","1,671,840,984.29","1,688,895,263.11","1,666,271,460.87","1,683,355,072.48","1,667,122,192.45","1,694,491,748.03","1,659,654,802.16","1,628,071,023.44","1,667,444,302.98","1,711,693,678.22","2,041,663,593.68","2,068,359,913.31","2,145,613,795.40","2,196,263,085.60","2,155,721,990.50","2,181,446,818.00"
资产总计,"1,108,119,259.96","1,239,177,975.29","1,381,644,530.95","1,409,965,924.19","2,090,818,255.88","1,960,960,620.63","2,075,614,072.62","1,998,982,614.48","2,011,269,206.32","2,048,412,907.84","2,095,718,699.79","2,046,865,417.70","2,003,840,514.01","2,149,499,890.94","2,308,411,815.93","2,368,731,576.85","2,290,596,021.50","2,396,711,188.51","2,375,943,559.68","2,683,587,695.87","2,633,568,236.29","2,677,971,478.87","2,706,822,157.40","2,714,953,145.31","2,731,809,492.57","2,743,155,748.81","2,739,169,052.53","2,734,549,641.15","3,078,794,724.11","3,151,972,640.40","3,462,441,531.63","3,748,529,733.68","3,679,520,600.35","3,982,220,643.59"
负债和所有者(或股东权益)合计,"1,108,119,259.96","1,239,177,975.29","1,381,644,530.95","1,409,965,924.19","2,090,818,255.88","1,960,960,620.63","2,075,614,072.62","1,998,982,614.48","2,011,269,206.32","2,048,412,907.84","2,095,718,699.79","2,046,865,417.70","2,003,840,514.01","2,149,499,890.94","2,308,411,815.93","2,368,731,576.85","2,290,596,021.50","2,396,711,188.51","2,375,943,559.68","2,683,587,695.87","2,633,568,236.29","2,677,971,478.87","2,706,822,157.40","2,714,953,145.31","2,731,809,492.57","2,743,155,748.81","2,739,169,052.53","2,734,549,641.15","3,078,794,724.11","3,151,972,640.40","3,462,441,531.63","3,748,529,733.68","3,679,520,600.35","3,982,220,643.59"
